timestamp,date,time,agent,key,old_value,new_value
2026-04-15T17:40:17.897Z,2026-04-15,17:40:17,SCALPER1,rsiOversold,30,30
2026-04-15T17:40:17.897Z,2026-04-15,17:40:17,SCALPER1,rsiOverbought,70,70
2026-04-15T17:40:17.897Z,2026-04-15,17:40:17,SCALPER1,emaEnabled,false,false
2026-04-15T17:40:17.897Z,2026-04-15,17:40:17,SCALPER1,emaPeriod,85,50
2026-04-15T17:40:17.898Z,2026-04-15,17:40:17,SCALPER1,emaTf,Min60,Min60
2026-04-15T17:40:17.898Z,2026-04-15,17:40:17,SCALPER1,cooldownMin,10,10
2026-04-15T17:40:17.898Z,2026-04-15,17:40:17,SCALPER1,minVol24h,50000,50000
2026-04-15T17:54:03.175Z,2026-04-15,17:54:03,SCALPER1,leverage,15,15
2026-04-15T17:54:03.176Z,2026-04-15,17:54:03,SCALPER1,riskPct,1,1
2026-04-15T17:54:03.176Z,2026-04-15,17:54:03,SCALPER1,tp,100,100
2026-04-15T17:54:03.176Z,2026-04-15,17:54:03,SCALPER1,sl,25,25
2026-04-15T17:54:03.177Z,2026-04-15,17:54:03,SCALPER1,maxTrades,10,10
2026-04-15T17:54:03.177Z,2026-04-15,17:54:03,SCALPER1,marginMode,crossed,crossed
2026-04-15T17:54:03.177Z,2026-04-15,17:54:03,SCALPER1,timeframe,Min5,H1
2026-04-15T17:54:03.178Z,2026-04-15,17:54:03,SCALPER1,rsiPeriod,14,14
2026-04-15T17:54:03.178Z,2026-04-15,17:54:03,SCALPER1,rsiOversold,30,30
